6,G:HGNC:25542,G:HGNC:5962,"['GMG', 'GMDMG', 'GMDpDMG']",5999.0,0.089,6583.0,0
3,G:HGNC:25542,G:HGNC:5962,"['GMG', 'GMDMG']",6030.0,0.1,6699.0,0
5,G:HGNC:25542,G:HGNC:5962,"['GMDMG', 'GMDpDMG']",9014.0,0.203,11315.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:24061,G:HGNC:24114,['GTG'],99.0,0.712,344.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
1,G:HGNC:11646,G:HGNC:12868,['GMG'],22.0,0.933,327.0,0
10,G:HGNC:11646,G:HGNC:12868,"['GTG', 'GMG', 'GMDMG']",36.0,0.986,2552.0,0
4,G:HGNC:11646,G:HGNC:12868,"['GTG', 'GMG']",48.0,0.967,1466.0,0
0,G:HGNC:11646,G:HGNC:12868,['GTG'],84.0,0.806,433.0,0
5,G:HGNC:11646,G:HGNC:12868,"['GTG', 'GMDMG']",97.0,0.985,6505.0,0
7,G:HGNC:11646,G:HGNC:12868,"['GMG', 'GMDMG']",125.0,0.969,4075.0,0
2,G:HGNC:11646,G:HGNC:12868,['GMDMG'],134.0,0.955,2997.0,0
14,G:HGNC:11646,G:HGNC:12868,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",175.0,0.925,2346.0,0
11,G:HGNC:11646,G:HGNC:12868,"['GTG', 'GMG', 'GMDpDMG']",256.0,0.889,2309.0,0
13,G:HGNC:11646,G:HGNC:12868,"['GMG', 'GMDMG', 'GMDpDMG']",979.0,0.767,4200.0,0
8,G:HGNC:11646,G:HGNC:12868,"['GMG', 'GMDpDMG']",1147.0,0.694,3753.0,0
12,G:HGNC:11646,G:HGNC:12868,"['GTG', 'GMDMG', 'GMDpDMG']",4218.0,0.502,8468.0,0
3,G:HGNC:11646,G:HGNC:12868,['GMDpDMG'],4298.0,0.025,4409.0,0
6,G:HGNC:11646,G:HGNC:12868,"['GTG', 'GMDpDMG']",4573.0,0.317,6695.0,0
9,G:HGNC:11646,G:HGNC:12868,"['GMDMG', 'GMDpDMG']",9968.0,0.154,11782.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:3145,G:HGNC:15880,['GTG'],157.0,0.527,332.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:4789,G:HGNC:31022,['GTG'],90.0,0.817,491.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:18703,G:HGNC:27904,['GMDMG'],1875.0,0.391,3079.0,0
1,G:HGNC:18703,G:HGNC:27904,['GMDpDMG'],4155.0,0.273,5716.0,0
2,G:HGNC:18703,G:HGNC:27904,"['GMDMG', 'GMDpDMG']",7410.0,0.417,12708.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:3942,G:HGNC:2237,['GTG'],576.0,0.353,890.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:37265,G:HGNC:9192,['GTG'],201.0,0.593,494.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:23687,G:HGNC:24928,['GMDMG'],1661.0,0.634,4536.0,0
1,G:HGNC:23687,G:HGNC:24928,['GMDpDMG'],3788.0,0.379,6096.0,0
2,G:HGNC:23687,G:HGNC:24928,"['GMDMG', 'GMDpDMG']",5103.0,0.609,13053.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:7857,G:HGNC:26714,['GTG'],83.0,0.736,314.0,0
1,G:HGNC:7857,G:HGNC:26714,['GMDMG'],1215.0,0.507,2464.0,0
2,G:HGNC:7857,G:HGNC:26714,"['GTG', 'GMDMG']",2118.0,0.673,6476.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:5414,G:HGNC:9237,['GTG'],714.0,0.075,772.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:10596,G:HGNC:1708,['GTG'],79.0,0.783,364.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
1,G:HGNC:11571,G:HGNC:10961,['GMG'],689.0,0.163,823.0,0
2,G:HGNC:11571,G:HGNC:10961,['GMDMG'],714.0,0.723,2577.0,0
14,G:HGNC:11571,G:HGNC:10961,"['GDpDpDG', 'GMG', 'GMDMG', 'GMDpDMG']",1074.0,0.141,1251.0,0
11,G:HGNC:11571,G:HGNC:10961,"['GDpDpDG', 'GMG', 'GMDpDMG']",1157.0,0.08,1257.0,0
10,G:HGNC:11571,G:HGNC:10961,"['GDpDpDG', 'GMG', 'GMDMG']",1185.0,0.147,1390.0,0
4,G:HGNC:11571,G:HGNC:10961,"['GDpDpDG', 'GMG']",1412.0,0.079,1533.0,0
12,G:HGNC:11571,G:HGNC:10961,"['GDpDpDG', 'GMDMG', 'GMDpDMG']",2358.0,0.274,3250.0,0
5,G:HGNC:11571,G:HGNC:10961,"['GDpDpDG', 'GMDMG']",2404.0,0.328,3575.0,0
6,G:HGNC:11571,G:HGNC:10961,"['GDpDpDG', 'GMDpDMG']",2754.0,0.163,3292.0,0
3,G:HGNC:11571,G:HGNC:10961,['GMDpDMG'],2833.0,0.364,4453.0,0
7,G:HGNC:11571,G:HGNC:10961,"['GMG', 'GMDMG']",4002.0,0.313,5829.0,0
0,G:HGNC:11571,G:HGNC:10961,['GDpDpDG'],4007.0,0.202,5020.0,0
13,G:HGNC:11571,G:HGNC:10961,"['GMG', 'GMDMG', 'GMDpDMG']",5002.0,0.248,6649.0,0
8,G:HGNC:11571,G:HGNC:10961,"['GMG', 'GMDpDMG']",5245.0,0.151,6180.0,0
9,G:HGNC:11571,G:HGNC:10961,"['GMDMG', 'GMDpDMG']",5616.0,0.5,11221.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:24451,G:HGNC:11193,['GTG'],163.0,0.642,455.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:10610,G:HGNC:13068,['GTG'],466.0,0.18,568.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:1711,G:HGNC:6697,['GTG'],305.0,0.426,531.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9240,G:HGNC:19141,['GTG'],305.0,0.432,537.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:15906,G:HGNC:26076,['GMDMG'],1484.0,0.355,2299.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:15283,G:HGNC:23822,['GTG'],45.0,0.825,257.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:14955,G:HGNC:7188,['GTG'],113.0,0.767,485.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:20060,G:HGNC:12958,['GTG'],53.0,0.824,301.0,0
12,G:HGNC:20060,G:HGNC:12958,"['GTG', 'GMDMG', 'GMDpDMG']",492.0,0.933,7387.0,0
6,G:HGNC:20060,G:HGNC:12958,"['GTG', 'GMDpDMG']",705.0,0.888,6288.0,0
5,G:HGNC:20060,G:HGNC:12958,"['GTG', 'GMDMG']",710.0,0.886,6228.0,0
14,G:HGNC:20060,G:HGNC:12958,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",779.0,0.757,3212.0,0
1,G:HGNC:20060,G:HGNC:12958,['GMG'],889.0,0.159,1057.0,0
4,G:HGNC:20060,G:HGNC:12958,"['GTG', 'GMG']",986.0,0.514,2029.0,0
11,G:HGNC:20060,G:HGNC:12958,"['GTG', 'GMG', 'GMDpDMG']",1223.0,0.617,3193.0,0
10,G:HGNC:20060,G:HGNC:12958,"['GTG', 'GMG', 'GMDMG']",1237.0,0.625,3298.0,0
2,G:HGNC:20060,G:HGNC:12958,['GMDMG'],1465.0,0.628,3937.0,0
3,G:HGNC:20060,G:HGNC:12958,['GMDpDMG'],1798.0,0.714,6296.0,0
9,G:HGNC:20060,G:HGNC:12958,"['GMDMG', 'GMDpDMG']",2349.0,0.818,12896.0,0
13,G:HGNC:20060,G:HGNC:12958,"['GMG', 'GMDMG', 'GMDpDMG']",2591.0,0.627,6946.0,0
8,G:HGNC:20060,G:HGNC:12958,"['GMG', 'GMDpDMG']",3745.0,0.429,6562.0,0
7,G:HGNC:20060,G:HGNC:12958,"['GMG', 'GMDMG']",3798.0,0.449,6888.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:604,G:HGNC:17173,['GTG'],220.0,0.541,479.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9612,G:HGNC:23924,['GTG'],654.0,0.171,789.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
11,G:HGNC:24250,G:HGNC:5270,"['GTG', 'GMG', 'GMDpDMG']",24.0,0.996,6185.0,0
1,G:HGNC:24250,G:HGNC:5270,['GMG'],33.0,0.918,402.0,0
8,G:HGNC:24250,G:HGNC:5270,"['GMG', 'GMDpDMG']",87.0,0.987,6827.0,0
14,G:HGNC:24250,G:HGNC:5270,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",102.0,0.984,6280.0,0
0,G:HGNC:24250,G:HGNC:5270,['GTG'],106.0,0.793,511.0,0
4,G:HGNC:24250,G:HGNC:5270,"['GTG', 'GMG']",149.0,0.949,2930.0,0
13,G:HGNC:24250,G:HGNC:5270,"['GMG', 'GMDMG', 'GMDpDMG']",149.0,0.98,7465.0,0
10,G:HGNC:24250,G:HGNC:5270,"['GTG', 'GMG', 'GMDMG']",315.0,0.95,6348.0,0
7,G:HGNC:24250,G:HGNC:5270,"['GMG', 'GMDMG']",491.0,0.928,6852.0,0
6,G:HGNC:24250,G:HGNC:5270,"['GTG', 'GMDpDMG']",540.0,0.952,11186.0,0
3,G:HGNC:24250,G:HGNC:5270,['GMDpDMG'],902.0,0.844,5790.0,0
12,G:HGNC:24250,G:HGNC:5270,"['GTG', 'GMDMG', 'GMDpDMG']",977.0,0.926,13171.0,0
5,G:HGNC:24250,G:HGNC:5270,"['GTG', 'GMDMG']",1654.0,0.854,11333.0,0
2,G:HGNC:24250,G:HGNC:5270,['GMDMG'],1950.0,0.516,4026.0,0
9,G:HGNC:24250,G:HGNC:5270,"['GMDMG', 'GMDpDMG']",1977.0,0.846,12814.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:3559,G:HGNC:1317,['GTG'],134.0,0.719,477.0,0
1,G:HGNC:3559,G:HGNC:1317,['GMDMG'],603.0,0.726,2200.0,0
2,G:HGNC:3559,G:HGNC:1317,"['GTG', 'GMDMG']",2109.0,0.709,7240.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:6518,G:HGNC:11052,['GTG'],248.0,0.418,426.0,0
1,G:HGNC:6518,G:HGNC:11052,['GMG'],370.0,0.565,850.0,0
4,G:HGNC:6518,G:HGNC:11052,"['GTG', 'GMG']",1986.0,0.485,3855.0,0
7,G:HGNC:6518,G:HGNC:11052,"['GMG', 'GMDMG']",3425.0,0.63,9245.0,0
10,G:HGNC:6518,G:HGNC:11052,"['GTG', 'GMG', 'GMDMG']",3769.0,0.46,6975.0,0
2,G:HGNC:6518,G:HGNC:11052,['GMDMG'],4001.0,0.231,5206.0,0
3,G:HGNC:6518,G:HGNC:11052,['GMDpDMG'],4549.0,0.209,5752.0,0
8,G:HGNC:6518,G:HGNC:11052,"['GMG', 'GMDpDMG']",4639.0,0.442,8310.0,0
14,G:HGNC:6518,G:HGNC:11052,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",4731.0,0.271,6494.0,0
11,G:HGNC:6518,G:HGNC:11052,"['GTG', 'GMG', 'GMDpDMG']",4735.0,0.267,6462.0,0
13,G:HGNC:6518,G:HGNC:11052,"['GMG', 'GMDMG', 'GMDpDMG']",5773.0,0.363,9066.0,0
5,G:HGNC:6518,G:HGNC:11052,"['GTG', 'GMDMG']",7749.0,0.263,10513.0,0
6,G:HGNC:6518,G:HGNC:11052,"['GTG', 'GMDpDMG']",7868.0,0.119,8932.0,0
12,G:HGNC:6518,G:HGNC:11052,"['GTG', 'GMDMG', 'GMDpDMG']",8733.0,0.189,10773.0,0
9,G:HGNC:6518,G:HGNC:11052,"['GMDMG', 'GMDpDMG']",10244.0,0.186,12582.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:602,G:HGNC:24891,['GTG'],411.0,0.346,628.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:13922,G:HGNC:19354,['GTG'],165.0,0.595,407.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
1,G:HGNC:2606,G:HGNC:8624,['GMDpDMG'],1.0,1.0,2512.0,0
2,G:HGNC:2606,G:HGNC:8624,"['GMDMG', 'GMDpDMG']",61.0,0.994,10451.0,0
0,G:HGNC:2606,G:HGNC:8624,['GMDMG'],477.0,0.811,2518.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:2252,G:HGNC:12680,['GTG'],514.0,0.473,976.0,0
1,G:HGNC:2252,G:HGNC:12680,['GMDMG'],4988.0,0.08,5419.0,0
2,G:HGNC:2252,G:HGNC:12680,['GMDpDMG'],5779.0,0.134,6673.0,0
3,G:HGNC:2252,G:HGNC:12680,"['GTG', 'GMDMG']",6806.0,0.47,12844.0,0
4,G:HGNC:2252,G:HGNC:12680,"['GTG', 'GMDpDMG']",6995.0,0.463,13015.0,0
6,G:HGNC:2252,G:HGNC:12680,"['GTG', 'GMDMG', 'GMDpDMG']",10581.0,0.295,15002.0,0
5,G:HGNC:2252,G:HGNC:12680,"['GMDMG', 'GMDpDMG']",11152.0,0.11,12535.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:3430,G:HGNC:13054,['GTG'],526.0,0.235,688.0,0
1,G:HGNC:3430,G:HGNC:13054,['GMDMG'],3796.0,0.086,4155.0,0
2,G:HGNC:3430,G:HGNC:13054,"['GTG', 'GMDMG']",9937.0,0.042,10368.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:14872,G:HGNC:12458,['GTG'],649.0,0.073,700.0,0
1,G:HGNC:14872,G:HGNC:12458,['GMDMG'],2289.0,0.336,3446.0,0
2,G:HGNC:14872,G:HGNC:12458,['GMDpDMG'],3724.0,0.16,4431.0,0
4,G:HGNC:14872,G:HGNC:12458,"['GTG', 'GMDpDMG']",6698.0,0.069,7196.0,0
3,G:HGNC:14872,G:HGNC:12458,"['GTG', 'GMDMG']",7369.0,0.093,8124.0,0
6,G:HGNC:14872,G:HGNC:12458,"['GTG', 'GMDMG', 'GMDpDMG']",7563.0,0.124,8636.0,0
5,G:HGNC:14872,G:HGNC:12458,"['GMDMG', 'GMDpDMG']",10017.0,0.164,11981.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
1,G:HGNC:21496,G:HGNC:15986,['GMG'],112.0,0.755,457.0,0
0,G:HGNC:21496,G:HGNC:15986,['GTG'],206.0,0.556,464.0,0
2,G:HGNC:21496,G:HGNC:15986,['GMDMG'],810.0,0.754,3295.0,0
4,G:HGNC:21496,G:HGNC:15986,"['GTG', 'GMG']",867.0,0.647,2454.0,0
7,G:HGNC:21496,G:HGNC:15986,"['GMG', 'GMDMG']",1395.0,0.76,5803.0,0
8,G:HGNC:21496,G:HGNC:15986,"['GMG', 'GMDpDMG']",2087.0,0.62,5499.0,0
10,G:HGNC:21496,G:HGNC:15986,"['GTG', 'GMG', 'GMDMG']",2118.0,0.61,5434.0,0
11,G:HGNC:21496,G:HGNC:15986,"['GTG', 'GMG', 'GMDpDMG']",2602.0,0.474,4944.0,0
13,G:HGNC:21496,G:HGNC:15986,"['GMG', 'GMDMG', 'GMDpDMG']",2724.0,0.565,6261.0,0
14,G:HGNC:21496,G:HGNC:15986,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",2744.0,0.455,5033.0,0
3,G:HGNC:21496,G:HGNC:15986,['GMDpDMG'],2925.0,0.421,5048.0,0
5,G:HGNC:21496,G:HGNC:15986,"['GTG', 'GMDMG']",3755.0,0.595,9272.0,0
9,G:HGNC:21496,G:HGNC:15986,"['GMDMG', 'GMDpDMG']",5990.0,0.501,12002.0,0
6,G:HGNC:21496,G:HGNC:15986,"['GTG', 'GMDpDMG']",6029.0,0.356,9358.0,0
12,G:HGNC:21496,G:HGNC:15986,"['GTG', 'GMDMG', 'GMDpDMG']",6556.0,0.422,11336.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:29548,G:HGNC:29436,['GTG'],75.0,0.816,408.0,0
1,G:HGNC:29548,G:HGNC:29436,['GMDMG'],1485.0,0.359,2316.0,0
2,G:HGNC:29548,G:HGNC:29436,"['GTG', 'GMDMG']",1931.0,0.69,6233.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:23074,G:HGNC:10642,['GMDMG'],2602.0,0.337,3924.0,0
1,G:HGNC:23074,G:HGNC:10642,['GMDpDMG'],4934.0,0.169,5938.0,0
2,G:HGNC:23074,G:HGNC:10642,"['GMDMG', 'GMDpDMG']",9615.0,0.221,12336.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9848,G:HGNC:17125,['GTG'],396.0,0.265,539.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:943,G:HGNC:4161,['GTG'],186.0,0.636,511.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:17592,G:HGNC:8767,['GMDMG'],2211.0,0.215,2818.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
6,G:HGNC:17055,G:HGNC:17565,"['GMG', 'GMDMG', 'GMDpDMG']",323.0,0.972,11520.0,0
0,G:HGNC:17055,G:HGNC:17565,['GMG'],345.0,0.773,1519.0,0
3,G:HGNC:17055,G:HGNC:17565,"['GMG', 'GMDMG']",367.0,0.969,12020.0,0
4,G:HGNC:17055,G:HGNC:17565,"['GMG', 'GMDpDMG']",386.0,0.965,10879.0,0
1,G:HGNC:17055,G:HGNC:17565,['GMDMG'],717.0,0.87,5512.0,0
5,G:HGNC:17055,G:HGNC:17565,"['GMDMG', 'GMDpDMG']",1196.0,0.909,13179.0,0
2,G:HGNC:17055,G:HGNC:17565,['GMDpDMG'],1913.0,0.729,7060.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9954,G:HGNC:17376,['GTG'],402.0,0.278,557.0,0
2,G:HGNC:9954,G:HGNC:17376,['GMDpDMG'],3556.0,0.494,7023.0,0
1,G:HGNC:9954,G:HGNC:17376,['GMDMG'],4017.0,0.281,5584.0,0
4,G:HGNC:9954,G:HGNC:17376,"['GTG', 'GMDpDMG']",6951.0,0.391,11412.0,0
5,G:HGNC:9954,G:HGNC:17376,"['GMDMG', 'GMDpDMG']",7731.0,0.404,12969.0,0
6,G:HGNC:9954,G:HGNC:17376,"['GTG', 'GMDMG', 'GMDpDMG']",8101.0,0.376,12981.0,0
3,G:HGNC:9954,G:HGNC:17376,"['GTG', 'GMDMG']",9052.0,0.283,12628.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:26969,G:HGNC:16085,['GMG'],562.0,0.32,827.0,0
1,G:HGNC:26969,G:HGNC:16085,['GMDMG'],1741.0,0.721,6229.0,0
6,G:HGNC:26969,G:HGNC:16085,"['GMG', 'GMDMG', 'GMDpDMG']",2212.0,0.757,9094.0,0
4,G:HGNC:26969,G:HGNC:16085,"['GMG', 'GMDpDMG']",2508.0,0.708,8587.0,0
3,G:HGNC:26969,G:HGNC:16085,"['GMG', 'GMDMG']",2700.0,0.711,9352.0,0
5,G:HGNC:26969,G:HGNC:16085,"['GMDMG', 'GMDpDMG']",2749.0,0.791,13126.0,0
2,G:HGNC:26969,G:HGNC:16085,['GMDpDMG'],2845.0,0.61,7293.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:29322,G:HGNC:23176,['GMG'],9.0,0.965,259.0,0
3,G:HGNC:29322,G:HGNC:23176,"['GMG', 'GMDMG']",107.0,0.967,3195.0,0
1,G:HGNC:29322,G:HGNC:23176,['GMDMG'],242.0,0.913,2776.0,0
6,G:HGNC:29322,G:HGNC:23176,"['GMG', 'GMDMG', 'GMDpDMG']",859.0,0.743,3345.0,0
4,G:HGNC:29322,G:HGNC:23176,"['GMG', 'GMDpDMG']",957.0,0.676,2955.0,0
2,G:HGNC:29322,G:HGNC:23176,['GMDpDMG'],4767.0,0.027,4898.0,0
5,G:HGNC:29322,G:HGNC:23176,"['GMDMG', 'GMDpDMG']",10078.0,0.153,11904.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:24226,G:HGNC:11976,['GTG'],138.0,0.634,377.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:3170,G:HGNC:2855,['GTG'],464.0,0.187,571.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:32607,G:HGNC:7212,['GTG'],367.0,0.256,493.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:24808,G:HGNC:18328,['GTG'],7.0,0.963,189.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:1455,G:HGNC:13886,['GTG'],656.0,0.144,766.0,0
1,G:HGNC:1455,G:HGNC:13886,['GMG'],1068.0,0.088,1171.0,0
4,G:HGNC:1455,G:HGNC:13886,"['GTG', 'GMG']",4388.0,0.09,4821.0,0
2,G:HGNC:1455,G:HGNC:13886,['GMDMG'],4596.0,0.043,4802.0,0
3,G:HGNC:1455,G:HGNC:13886,['GMDpDMG'],5393.0,0.099,5988.0,0
8,G:HGNC:1455,G:HGNC:13886,"['GMG', 'GMDpDMG']",5680.0,0.052,5991.0,0
11,G:HGNC:1455,G:HGNC:13886,"['GTG', 'GMG', 'GMDpDMG']",5718.0,0.054,6047.0,0
14,G:HGNC:1455,G:HGNC:13886,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",6012.0,0.007,6052.0,0
13,G:HGNC:1455,G:HGNC:13886,"['GMG', 'GMDMG', 'GMDpDMG']",6153.0,0.009,6211.0,0
10,G:HGNC:1455,G:HGNC:13886,"['GTG', 'GMG', 'GMDMG']",6433.0,0.007,6481.0,0
7,G:HGNC:1455,G:HGNC:13886,"['GMG', 'GMDMG']",6516.0,0.01,6585.0,0
9,G:HGNC:1455,G:HGNC:13886,"['GMDMG', 'GMDpDMG']",10963.0,0.034,11351.0,0
6,G:HGNC:1455,G:HGNC:13886,"['GTG', 'GMDpDMG']",10966.0,0.09,12056.0,0
5,G:HGNC:1455,G:HGNC:13886,"['GTG', 'GMDMG']",11501.0,0.023,11774.0,0
12,G:HGNC:1455,G:HGNC:13886,"['GTG', 'GMDMG', 'GMDpDMG']",13175.0,0.016,13389.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:23485,G:HGNC:7146,['GMG'],282.0,0.476,538.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:25492,G:HGNC:29167,['GTG'],16.0,0.945,290.0,0
6,G:HGNC:25492,G:HGNC:29167,"['GTG', 'GMDpDMG']",141.0,0.98,6940.0,0
12,G:HGNC:25492,G:HGNC:29167,"['GTG', 'GMDMG', 'GMDpDMG']",166.0,0.981,8618.0,0
11,G:HGNC:25492,G:HGNC:29167,"['GTG', 'GMG', 'GMDpDMG']",191.0,0.949,3751.0,0
14,G:HGNC:25492,G:HGNC:29167,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",229.0,0.939,3775.0,0
5,G:HGNC:25492,G:HGNC:29167,"['GTG', 'GMDMG']",254.0,0.962,6615.0,0
4,G:HGNC:25492,G:HGNC:29167,"['GTG', 'GMG']",361.0,0.849,2397.0,0
1,G:HGNC:25492,G:HGNC:29167,['GMG'],560.0,0.319,822.0,0
10,G:HGNC:25492,G:HGNC:29167,"['GTG', 'GMG', 'GMDMG']",595.0,0.854,4072.0,0
2,G:HGNC:25492,G:HGNC:29167,['GMDMG'],1265.0,0.579,3006.0,0
13,G:HGNC:25492,G:HGNC:29167,"['GMG', 'GMDMG', 'GMDpDMG']",1382.0,0.803,7021.0,0
8,G:HGNC:25492,G:HGNC:29167,"['GMG', 'GMDpDMG']",1467.0,0.779,6627.0,0
3,G:HGNC:25492,G:HGNC:29167,['GMDpDMG'],2162.0,0.6,5408.0,0
7,G:HGNC:25492,G:HGNC:29167,"['GMG', 'GMDMG']",2873.0,0.586,6948.0,0
9,G:HGNC:25492,G:HGNC:29167,"['GMDMG', 'GMDpDMG']",3570.0,0.717,12605.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:9329,G:HGNC:11004,['GTG'],76.0,0.768,328.0,0
4,G:HGNC:9329,G:HGNC:11004,"['GTG', 'GMDpDMG']",294.0,0.942,5046.0,0
3,G:HGNC:9329,G:HGNC:11004,"['GTG', 'GMDMG']",361.0,0.932,5328.0,0
6,G:HGNC:9329,G:HGNC:11004,"['GTG', 'GMDMG', 'GMDpDMG']",669.0,0.884,5744.0,0
1,G:HGNC:9329,G:HGNC:11004,['GMDMG'],2984.0,0.303,4281.0,0
2,G:HGNC:9329,G:HGNC:11004,['GMDpDMG'],3690.0,0.395,6103.0,0
5,G:HGNC:9329,G:HGNC:11004,"['GMDMG', 'GMDpDMG']",6850.0,0.471,12945.0,0
,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank,label
0,G:HGNC:25364,G:HGNC:4568,['GTG'],319.0,0.303,458.0,0
1,G:HGNC:25364,G:HGNC:4568,['GMG'],637.0,0.18,777.0,0
2,G:HGNC:25364,G:HGNC:4568,['GMDMG'],1047.0,0.638,2889.0,0
3,G:HGNC:25364,G:HGNC:4568,['GMDpDMG'],2579.0,0.254,3459.0,0
4,G:HGNC:25364,G:HGNC:4568,"['GTG', 'GMG']",3449.0,0.096,3817.0,0
14,G:HGNC:25364,G:HGNC:4568,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",4924.0,0.051,5190.0,0
11,G:HGNC:25364,G:HGNC:4568,"['GTG', 'GMG', 'GMDpDMG']",4986.0,0.023,5105.0,0
8,G:HGNC:25364,G:HGNC:4568,"['GMG', 'GMDpDMG']",5170.0,0.088,5670.0,0
10,G:HGNC:25364,G:HGNC:4568,"['GTG', 'GMG', 'GMDMG']",5206.0,0.093,5740.0,0
7,G:HGNC:25364,G:HGNC:4568,"['GMG', 'GMDMG']",5321.0,0.204,6684.0,0
13,G:HGNC:25364,G:HGNC:4568,"['GMG', 'GMDMG', 'GMDpDMG']",5724.0,0.134,6609.0,0
6,G:HGNC:25364,G:HGNC:4568,"['GTG', 'GMDpDMG']",7168.0,0.08,7794.0,0
5,G:HGNC:25364,G:HGNC:4568,"['GTG', 'GMDMG']",7460.0,0.197,9294.0,0
