,gene1,gene2,meta_path,meta_path_rank,total_rank
4,G:HGNC:4799,G:HGNC:3647,GMDpDMG,1623.0,4742.0
0,G:HGNC:4799,G:HGNC:3647,GDpDpDG,2997.0,5000.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:6522,G:HGNC:1985,GTG,401.0,520.0
0,G:HGNC:6522,G:HGNC:1985,GDpDpDG,3758.0,5471.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:6469,G:HGNC:28526,GMG,584.0,884.0
0,G:HGNC:6469,G:HGNC:28526,GDpDpDG,2382.0,5404.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
3,G:HGNC:12563,G:HGNC:8905,GMDMG,132.0,2959.0
1,G:HGNC:12563,G:HGNC:8905,GTG,135.0,416.0
2,G:HGNC:12563,G:HGNC:8905,GMG,659.0,862.0
4,G:HGNC:12563,G:HGNC:8905,GMDpDMG,2111.0,5060.0
0,G:HGNC:12563,G:HGNC:8905,GDpDpDG,3436.0,5174.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:11277,G:HGNC:24862,GTG,45.0,319.0
3,G:HGNC:11277,G:HGNC:24862,GMDpDMG,2414.0,5548.0
2,G:HGNC:11277,G:HGNC:24862,GMDMG,2443.0,3856.0
0,G:HGNC:11277,G:HGNC:24862,GDpDpDG,4052.0,5372.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:17697,G:HGNC:8957,GMDMG,1702.0,3268.0
0,G:HGNC:17697,G:HGNC:8957,GDpDpDG,1796.0,5737.0
2,G:HGNC:17697,G:HGNC:8957,GMDpDMG,2242.0,5266.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
3,G:HGNC:388,G:HGNC:8975,GMG,256.0,542.0
0,G:HGNC:388,G:HGNC:8975,GDpDG,361.0,446.0
2,G:HGNC:388,G:HGNC:8975,GTG,527.0,602.0
1,G:HGNC:388,G:HGNC:8975,GDpDpDG,1668.0,5751.0
4,G:HGNC:388,G:HGNC:8975,GMDMG,1728.0,4172.0
5,G:HGNC:388,G:HGNC:8975,GMDpDMG,2403.0,5085.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:3535,G:HGNC:2501,GTG,426.0,595.0
1,G:HGNC:3535,G:HGNC:2501,GMDMG,3166.0,3473.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:12015,G:HGNC:9314,GTG,456.0,533.0
0,G:HGNC:12015,G:HGNC:9314,GDpDpDG,4766.0,5024.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:10294,G:HGNC:5005,GMDMG,1.0,878.0
3,G:HGNC:10294,G:HGNC:5005,GMDpDMG,1.0,2565.0
1,G:HGNC:10294,G:HGNC:5005,GTG,213.0,337.0
0,G:HGNC:10294,G:HGNC:5005,GDpDpDG,2359.0,5615.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:1912,G:HGNC:8877,GTG,154.0,436.0
0,G:HGNC:1912,G:HGNC:8877,GDpDpDG,1813.0,5474.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:438,G:HGNC:7713,GDpDG,251.0,631.0
1,G:HGNC:438,G:HGNC:7713,GDpDpDG,333.0,5860.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:4241,G:HGNC:5208,GMG,533.0,680.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:6664,G:HGNC:6080,GMG,93.0,372.0
1,G:HGNC:6664,G:HGNC:6080,GTG,308.0,489.0
3,G:HGNC:6664,G:HGNC:6080,GMDMG,1513.0,3122.0
0,G:HGNC:6664,G:HGNC:6080,GDpDpDG,3014.0,5118.0
4,G:HGNC:6664,G:HGNC:6080,GMDpDMG,3213.0,4974.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:6842,G:HGNC:13420,GTG,94.0,585.0
3,G:HGNC:6842,G:HGNC:13420,GMDMG,405.0,2349.0
0,G:HGNC:6842,G:HGNC:13420,GDpDG,543.0,611.0
1,G:HGNC:6842,G:HGNC:13420,GDpDpDG,1640.0,5843.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:7450,G:HGNC:2342,GTG,388.0,511.0
0,G:HGNC:7450,G:HGNC:2342,GDpDpDG,3197.0,5441.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:1067,G:HGNC:6903,GTG,254.0,414.0
2,G:HGNC:1067,G:HGNC:6903,GMG,516.0,713.0
3,G:HGNC:1067,G:HGNC:6903,GMDMG,1947.0,2744.0
0,G:HGNC:1067,G:HGNC:6903,GDpDpDG,4301.0,5310.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:257,G:HGNC:1500,GTG,231.0,407.0
2,G:HGNC:257,G:HGNC:1500,GMG,363.0,685.0
3,G:HGNC:257,G:HGNC:1500,GMDMG,631.0,2730.0
4,G:HGNC:257,G:HGNC:1500,GMDpDMG,1627.0,4275.0
0,G:HGNC:257,G:HGNC:1500,GDpDpDG,2226.0,5694.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:473,G:HGNC:19317,GDpDpDG,3105.0,5198.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:9413,G:HGNC:17175,GTG,379.0,661.0
2,G:HGNC:9413,G:HGNC:17175,GMDMG,1239.0,2878.0
0,G:HGNC:9413,G:HGNC:17175,GDpDpDG,3710.0,5323.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:18986,G:HGNC:11831,GDpDG,220.0,393.0
1,G:HGNC:18986,G:HGNC:11831,GDpDpDG,940.0,5725.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:9577,G:HGNC:9280,GMDMG,1981.0,2993.0
0,G:HGNC:9577,G:HGNC:9280,GDpDpDG,2191.0,5433.0
2,G:HGNC:9577,G:HGNC:9280,GMDpDMG,3715.0,4316.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:7432,G:HGNC:4817,GTG,68.0,490.0
2,G:HGNC:7432,G:HGNC:4817,GMDMG,2461.0,3707.0
0,G:HGNC:7432,G:HGNC:4817,GDpDpDG,4120.0,4886.0
3,G:HGNC:7432,G:HGNC:4817,GMDpDMG,4205.0,5802.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:393,G:HGNC:6172,GTG,207.0,491.0
2,G:HGNC:393,G:HGNC:6172,GMG,585.0,776.0
3,G:HGNC:393,G:HGNC:6172,GMDMG,1519.0,3949.0
0,G:HGNC:393,G:HGNC:6172,GDpDpDG,2127.0,5664.0
4,G:HGNC:393,G:HGNC:6172,GMDpDMG,2395.0,5388.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:5213,G:HGNC:4795,GPdPG,2.0,24.0
2,G:HGNC:5213,G:HGNC:4795,GMDMG,2354.0,3764.0
0,G:HGNC:5213,G:HGNC:4795,GDpDpDG,4144.0,5339.0
3,G:HGNC:5213,G:HGNC:4795,GMDpDMG,5300.0,5845.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:9411,G:HGNC:19316,GTG,54.0,398.0
1,G:HGNC:9411,G:HGNC:19316,GMDMG,697.0,2543.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:9082,G:HGNC:12009,GTG,220.0,381.0
2,G:HGNC:9082,G:HGNC:12009,GMG,264.0,531.0
3,G:HGNC:9082,G:HGNC:12009,GMDMG,2655.0,3571.0
0,G:HGNC:9082,G:HGNC:12009,GDpDpDG,3066.0,5636.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:19691,G:HGNC:9752,GDpDG,147.0,374.0
1,G:HGNC:19691,G:HGNC:9752,GDpDpDG,673.0,5765.0
2,G:HGNC:19691,G:HGNC:9752,GMDMG,1565.0,3208.0
3,G:HGNC:19691,G:HGNC:9752,GMDpDMG,4696.0,5128.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:9891,G:HGNC:175,GTG,619.0,661.0
0,G:HGNC:9891,G:HGNC:175,GDpDpDG,3422.0,5458.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:24464,G:HGNC:5394,GTG,175.0,375.0
2,G:HGNC:24464,G:HGNC:5394,GMDMG,2006.0,3142.0
3,G:HGNC:24464,G:HGNC:5394,GMDpDMG,3762.0,4982.0
0,G:HGNC:24464,G:HGNC:5394,GDpDpDG,3765.0,5633.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:8022,G:HGNC:6469,GTG,118.0,307.0
0,G:HGNC:8022,G:HGNC:6469,GDpDpDG,3044.0,5589.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:9155,G:HGNC:3092,GMG,407.0,649.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:9725,G:HGNC:321,GDpDG,17.0,231.0
2,G:HGNC:9725,G:HGNC:321,GTG,21.0,489.0
3,G:HGNC:9725,G:HGNC:321,GMG,54.0,390.0
1,G:HGNC:9725,G:HGNC:321,GDpDpDG,880.0,5514.0
4,G:HGNC:9725,G:HGNC:321,GMDMG,2085.0,2839.0
5,G:HGNC:9725,G:HGNC:321,GMDpDMG,3031.0,4754.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:9255,G:HGNC:1985,GTG,255.0,547.0
2,G:HGNC:9255,G:HGNC:1985,GMG,446.0,664.0
3,G:HGNC:9255,G:HGNC:1985,GMDMG,1550.0,4545.0
0,G:HGNC:9255,G:HGNC:1985,GDpDpDG,2989.0,5639.0
4,G:HGNC:9255,G:HGNC:1985,GMDpDMG,3595.0,6310.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:8840,G:HGNC:3688,GDpDG,503.0,785.0
2,G:HGNC:8840,G:HGNC:3688,GTG,591.0,645.0
1,G:HGNC:8840,G:HGNC:3688,GDpDpDG,2324.0,5819.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:24678,G:HGNC:5201,GMDpDMG,1.0,636.0
1,G:HGNC:24678,G:HGNC:5201,GMDMG,6.0,1352.0
0,G:HGNC:24678,G:HGNC:5201,GDpDpDG,2248.0,5509.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:6619,G:HGNC:7436,GMDMG,1557.0,3402.0
1,G:HGNC:6619,G:HGNC:7436,GMDpDMG,2374.0,4449.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:1509,G:HGNC:1502,GTG,91.0,663.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:17646,G:HGNC:4162,GTG,66.0,426.0
0,G:HGNC:17646,G:HGNC:4162,GDpDG,177.0,268.0
1,G:HGNC:17646,G:HGNC:4162,GDpDpDG,1916.0,5485.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:5218,G:HGNC:4816,GDpDpDG,4896.0,5303.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:392,G:HGNC:735,GTG,416.0,589.0
3,G:HGNC:392,G:HGNC:735,GMDpDMG,3330.0,5999.0
2,G:HGNC:392,G:HGNC:735,GMDMG,3523.0,4504.0
0,G:HGNC:392,G:HGNC:735,GDpDpDG,4036.0,4869.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:3435,G:HGNC:25792,GDpDG,175.0,310.0
2,G:HGNC:3435,G:HGNC:25792,GTG,460.0,570.0
1,G:HGNC:3435,G:HGNC:25792,GDpDpDG,1255.0,5706.0
3,G:HGNC:3435,G:HGNC:25792,GMDMG,1564.0,2162.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:8108,G:HGNC:93,GDpDpDG,2959.0,5316.0
1,G:HGNC:8108,G:HGNC:93,GMDMG,3579.0,4461.0
2,G:HGNC:8108,G:HGNC:93,GMDpDMG,4352.0,6122.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:91,G:HGNC:30262,GTG,15.0,254.0
0,G:HGNC:91,G:HGNC:30262,GDpDpDG,1525.0,5773.0
2,G:HGNC:91,G:HGNC:30262,GMDMG,2297.0,3352.0
3,G:HGNC:91,G:HGNC:30262,GMDpDMG,3448.0,5330.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:3642,G:HGNC:2277,GTG,28.0,204.0
2,G:HGNC:3642,G:HGNC:2277,GMDMG,903.0,2263.0
0,G:HGNC:3642,G:HGNC:2277,GDpDpDG,3704.0,5288.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
3,G:HGNC:22932,G:HGNC:2602,GMDpDMG,58.0,3903.0
0,G:HGNC:22932,G:HGNC:2602,GDpDG,363.0,548.0
2,G:HGNC:22932,G:HGNC:2602,GMDMG,1572.0,2380.0
1,G:HGNC:22932,G:HGNC:2602,GDpDpDG,2193.0,5768.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:8108,G:HGNC:794,GTG,193.0,506.0
0,G:HGNC:8108,G:HGNC:794,GDpDpDG,1234.0,5789.0
2,G:HGNC:8108,G:HGNC:794,GMDMG,3732.0,4237.0
3,G:HGNC:8108,G:HGNC:794,GMDpDMG,4172.0,5997.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:4138,G:HGNC:6937,GTG,174.0,367.0
0,G:HGNC:4138,G:HGNC:6937,GDpDpDG,4052.0,5206.0
2,G:HGNC:4138,G:HGNC:6937,GMDMG,4521.0,4838.0
3,G:HGNC:4138,G:HGNC:6937,GMDpDMG,5077.0,6101.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:4313,G:HGNC:890,GTG,54.0,296.0
0,G:HGNC:4313,G:HGNC:890,GDpDpDG,1318.0,5721.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:24671,G:HGNC:3688,GTG,272.0,642.0
2,G:HGNC:24671,G:HGNC:3688,GMDMG,3160.0,4552.0
3,G:HGNC:24671,G:HGNC:3688,GMDpDMG,3345.0,6113.0
0,G:HGNC:24671,G:HGNC:3688,GDpDpDG,3772.0,5759.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:3247,G:HGNC:24247,GDpDG,72.0,317.0
2,G:HGNC:3247,G:HGNC:24247,GTG,80.0,398.0
1,G:HGNC:3247,G:HGNC:24247,GDpDpDG,1727.0,5688.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:1480,G:HGNC:8940,GTG,354.0,546.0
0,G:HGNC:1480,G:HGNC:8940,GDpDpDG,419.0,5178.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:9255,G:HGNC:2592,GMDpDMG,1310.0,5017.0
1,G:HGNC:9255,G:HGNC:2592,GMDMG,2392.0,3365.0
0,G:HGNC:9255,G:HGNC:2592,GDpDpDG,4315.0,5543.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:392,G:HGNC:20233,GTG,478.0,571.0
2,G:HGNC:392,G:HGNC:20233,GMDMG,3164.0,4547.0
0,G:HGNC:392,G:HGNC:20233,GDpDpDG,3572.0,4622.0
3,G:HGNC:392,G:HGNC:20233,GMDpDMG,4570.0,5695.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:4892,G:HGNC:8788,GTG,57.0,335.0
0,G:HGNC:4892,G:HGNC:8788,GDpDpDG,3260.0,5156.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:8654,G:HGNC:2719,GTG,106.0,378.0
0,G:HGNC:8654,G:HGNC:2719,GDpDG,270.0,362.0
1,G:HGNC:8654,G:HGNC:2719,GDpDpDG,1325.0,5763.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:25133,G:HGNC:6831,GDpDpDG,2831.0,5717.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:8907,G:HGNC:2678,GTG,232.0,420.0
0,G:HGNC:8907,G:HGNC:2678,GDpDpDG,1323.0,5721.0
2,G:HGNC:8907,G:HGNC:2678,GMDMG,2558.0,3959.0
3,G:HGNC:8907,G:HGNC:2678,GMDpDMG,4933.0,5748.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:4118,G:HGNC:8925,GTG,123.0,332.0
2,G:HGNC:4118,G:HGNC:8925,GMDpDMG,3243.0,3661.0
1,G:HGNC:4118,G:HGNC:8925,GMDMG,3325.0,4059.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:469,G:HGNC:11777,GTG,51.0,392.0
2,G:HGNC:469,G:HGNC:11777,GMDMG,961.0,2589.0
3,G:HGNC:469,G:HGNC:11777,GMDpDMG,1918.0,4428.0
0,G:HGNC:469,G:HGNC:11777,GDpDpDG,3803.0,4811.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:12877,G:HGNC:7631,GTG,290.0,399.0
0,G:HGNC:12877,G:HGNC:7631,GDpDpDG,2008.0,5801.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:11257,G:HGNC:388,GTG,29.0,275.0
0,G:HGNC:11257,G:HGNC:388,GDpDpDG,2582.0,5747.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:3151,G:HGNC:9059,GTG,164.0,400.0
3,G:HGNC:3151,G:HGNC:9059,GMDpDMG,1481.0,4064.0
2,G:HGNC:3151,G:HGNC:9059,GMDMG,1938.0,3067.0
0,G:HGNC:3151,G:HGNC:9059,GDpDpDG,3512.0,5639.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:8636,G:HGNC:9414,GTG,105.0,488.0
1,G:HGNC:8636,G:HGNC:9414,GMDMG,182.0,1919.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:9725,G:HGNC:6193,GTG,267.0,551.0
0,G:HGNC:9725,G:HGNC:6193,GDpDpDG,430.0,5349.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:4799,G:HGNC:9280,GTG,35.0,268.0
0,G:HGNC:4799,G:HGNC:9280,GDpDpDG,2120.0,5373.0
2,G:HGNC:4799,G:HGNC:9280,GMDMG,2631.0,3629.0
3,G:HGNC:4799,G:HGNC:9280,GMDpDMG,4260.0,4769.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:13420,G:HGNC:13533,GDpDG,94.0,361.0
1,G:HGNC:13420,G:HGNC:13533,GDpDpDG,660.0,5700.0
2,G:HGNC:13420,G:HGNC:13533,GMDMG,1255.0,2864.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:2529,G:HGNC:22140,GTG,162.0,483.0
0,G:HGNC:2529,G:HGNC:22140,GDpDG,244.0,414.0
1,G:HGNC:2529,G:HGNC:22140,GDpDpDG,1013.0,5772.0
3,G:HGNC:2529,G:HGNC:22140,GMDMG,2286.0,3099.0
4,G:HGNC:2529,G:HGNC:22140,GMDpDMG,3774.0,4789.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
3,G:HGNC:9081,G:HGNC:30740,GMG,24.0,312.0
2,G:HGNC:9081,G:HGNC:30740,GTG,87.0,245.0
0,G:HGNC:9081,G:HGNC:30740,GDpDG,198.0,337.0
4,G:HGNC:9081,G:HGNC:30740,GMDMG,568.0,3154.0
1,G:HGNC:9081,G:HGNC:30740,GDpDpDG,912.0,5659.0
5,G:HGNC:9081,G:HGNC:30740,GMDpDMG,3832.0,4641.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:9751,G:HGNC:6826,GDpDG,247.0,432.0
1,G:HGNC:9751,G:HGNC:6826,GDpDpDG,585.0,5789.0
2,G:HGNC:9751,G:HGNC:6826,GMDMG,1585.0,2999.0
3,G:HGNC:9751,G:HGNC:6826,GMDpDMG,4326.0,4628.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
4,G:HGNC:89,G:HGNC:877,GMDpDMG,27.0,2897.0
1,G:HGNC:89,G:HGNC:877,GDpDpDG,38.0,5702.0
2,G:HGNC:89,G:HGNC:877,GTG,40.0,376.0
0,G:HGNC:89,G:HGNC:877,GDpDG,42.0,301.0
3,G:HGNC:89,G:HGNC:877,GMDMG,1408.0,1956.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:12496,G:HGNC:794,GDpDpDG,21.0,5752.0
0,G:HGNC:12496,G:HGNC:794,GDpDG,52.0,357.0
2,G:HGNC:12496,G:HGNC:794,GTG,378.0,484.0
3,G:HGNC:12496,G:HGNC:794,GMDMG,1880.0,2898.0
4,G:HGNC:12496,G:HGNC:794,GMDpDMG,2705.0,4872.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:19139,G:HGNC:29666,GDpDpDG,235.0,5911.0
0,G:HGNC:19139,G:HGNC:29666,GDpDG,344.0,802.0
2,G:HGNC:19139,G:HGNC:29666,GMDMG,1961.0,2775.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:2995,G:HGNC:5005,GTG,175.0,317.0
0,G:HGNC:2995,G:HGNC:5005,GDpDG,368.0,454.0
1,G:HGNC:2995,G:HGNC:5005,GDpDpDG,1703.0,5802.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:21144,G:HGNC:12513,GTG,210.0,472.0
0,G:HGNC:21144,G:HGNC:12513,GDpDpDG,2808.0,5750.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:385,G:HGNC:8927,GTG,158.0,325.0
0,G:HGNC:385,G:HGNC:8927,GDpDpDG,4215.0,5344.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:29419,G:HGNC:9462,GTG,225.0,392.0
0,G:HGNC:29419,G:HGNC:9462,GDpDG,235.0,421.0
1,G:HGNC:29419,G:HGNC:9462,GDpDpDG,957.0,5755.0
3,G:HGNC:29419,G:HGNC:9462,GMDMG,2989.0,4329.0
4,G:HGNC:29419,G:HGNC:9462,GMDpDMG,3017.0,5946.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:362,G:HGNC:713,GTG,156.0,347.0
2,G:HGNC:362,G:HGNC:713,GMG,675.0,1060.0
0,G:HGNC:362,G:HGNC:713,GDpDpDG,3494.0,4944.0
3,G:HGNC:362,G:HGNC:713,GMDMG,3890.0,4398.0
4,G:HGNC:362,G:HGNC:713,GMDpDMG,4065.0,4594.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:2529,G:HGNC:90,GMG,8.0,336.0
0,G:HGNC:2529,G:HGNC:90,GDpDG,246.0,363.0
3,G:HGNC:2529,G:HGNC:90,GMDMG,303.0,2766.0
1,G:HGNC:2529,G:HGNC:90,GDpDpDG,367.0,5767.0
4,G:HGNC:2529,G:HGNC:90,GMDpDMG,4381.0,4921.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:4922,G:HGNC:393,GTG,263.0,497.0
2,G:HGNC:4922,G:HGNC:393,GMDMG,2805.0,3926.0
0,G:HGNC:4922,G:HGNC:393,GDpDpDG,2827.0,5594.0
3,G:HGNC:4922,G:HGNC:393,GMDpDMG,4340.0,5771.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:5218,G:HGNC:7045,GTG,141.0,289.0
0,G:HGNC:5218,G:HGNC:7045,GDpDpDG,2708.0,5525.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:9411,G:HGNC:4189,GDpDpDG,3499.0,4640.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:17697,G:HGNC:2873,GMG,60.0,351.0
1,G:HGNC:17697,G:HGNC:2873,GTG,124.0,408.0
3,G:HGNC:17697,G:HGNC:2873,GMDMG,372.0,3198.0
0,G:HGNC:17697,G:HGNC:2873,GDpDpDG,2787.0,5263.0
4,G:HGNC:17697,G:HGNC:2873,GMDpDMG,4982.0,5200.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:25695,G:HGNC:11460,GTG,59.0,266.0
0,G:HGNC:25695,G:HGNC:11460,GDpDpDG,2129.0,5381.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:7432,G:HGNC:8724,GTG,126.0,470.0
0,G:HGNC:7432,G:HGNC:8724,GDpDpDG,1976.0,5305.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:10872,G:HGNC:7045,GTG,57.0,253.0
3,G:HGNC:10872,G:HGNC:7045,GMG,152.0,468.0
0,G:HGNC:10872,G:HGNC:7045,GDpDG,338.0,424.0
1,G:HGNC:10872,G:HGNC:7045,GDpDpDG,1401.0,5788.0
4,G:HGNC:10872,G:HGNC:7045,GMDMG,2684.0,3778.0
5,G:HGNC:10872,G:HGNC:7045,GMDpDMG,2761.0,4253.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:7218,G:HGNC:6617,GTG,205.0,436.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:6685,G:HGNC:8940,GDpDpDG,1902.0,5384.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:14198,G:HGNC:8905,GMDMG,397.0,3033.0
2,G:HGNC:14198,G:HGNC:8905,GMDpDMG,409.0,5253.0
0,G:HGNC:14198,G:HGNC:8905,GDpDpDG,1942.0,5695.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:5154,G:HGNC:4341,GTG,310.0,487.0
0,G:HGNC:5154,G:HGNC:4341,GDpDpDG,1909.0,5689.0
3,G:HGNC:5154,G:HGNC:4341,GMDpDMG,2798.0,6071.0
2,G:HGNC:5154,G:HGNC:4341,GMDMG,3770.0,4785.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:1500,G:HGNC:29685,GMG,207.0,485.0
1,G:HGNC:1500,G:HGNC:29685,GTG,210.0,391.0
3,G:HGNC:1500,G:HGNC:29685,GMDMG,249.0,2241.0
4,G:HGNC:1500,G:HGNC:29685,GMDpDMG,685.0,4686.0
0,G:HGNC:1500,G:HGNC:29685,GDpDpDG,2811.0,5665.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:7680,G:HGNC:11842,GTG,247.0,433.0
0,G:HGNC:7680,G:HGNC:11842,GDpDG,279.0,411.0
1,G:HGNC:7680,G:HGNC:11842,GDpDpDG,980.0,5715.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
0,G:HGNC:11278,G:HGNC:362,GMG,996.0,1249.0
1,G:HGNC:11278,G:HGNC:362,GMDMG,3164.0,4733.0
2,G:HGNC:11278,G:HGNC:362,GMDpDMG,4655.0,6792.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:5394,G:HGNC:3148,GMDMG,467.0,2199.0
2,G:HGNC:5394,G:HGNC:3148,GMDpDMG,2902.0,4579.0
0,G:HGNC:5394,G:HGNC:3148,GDpDpDG,3016.0,5529.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
1,G:HGNC:1848,G:HGNC:12651,GTG,263.0,414.0
0,G:HGNC:1848,G:HGNC:12651,GDpDpDG,3458.0,4742.0
,gene1,gene2,meta_path,meta_path_rank,total_rank
2,G:HGNC:11120,G:HGNC:8768,GTG,225.0,448.0
0,G:HGNC:11120,G:HGNC:8768,GDpDG,395.0,470.0
1,G:HGNC:11120,G:HGNC:8768,GDpDpDG,1662.0,5794.0
3,G:HGNC:11120,G:HGNC:8768,GMDMG,1718.0,2701.0
